name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"bytes","bytes_per_entry"
"BM_EraseAndFind<StdUnorderedMapAdapter<0.9>>/65536",1487,472426,472416,ns,,,,,,1.88416e+06,57.5
"BM_EraseChurn<ChainingHashMap<0.5>>/256",36490833,19.1956,19.1952,ns,,,,,,8192,64
"BM_EraseChurn<ChainingHashMap<0.5>>/512",36813236,19.0156,19.0153,ns,,,,,,16384,64
"BM_EraseChurn<ChainingHashMap<0.5>>/4096",33272650,21.2229,21.2225,ns,,,,,,131072,64
"BM_EraseChurn<ChainingHashMap<0.5>>/32768",32741339,21.0896,21.0892,ns,,,,,,1.04858e+06,64
"BM_EraseChurn<ChainingHashMap<0.5>>/65536",33034606,21.3161,21.3157,ns,,,,,,2.09715e+06,64
"BM_EraseChurn<LinearProbingHashMap<0.5>>/256",99806091,7.27795,6.79623,ns,,,,,,2304,18
"BM_EraseChurn<LinearProbingHashMap<0.5>>/512",116061214,6.13806,6.13626,ns,,,,,,4608,18
"BM_EraseChurn<LinearProbingHashMap<0.5>>/4096",113845203,5.87832,5.87825,ns,,,,,,36864,18
"BM_EraseChurn<LinearProbingHashMap<0.5>>/32768",122219506,5.65286,5.65271,ns,,,,,,294912,18
"BM_EraseChurn<LinearProbingHashMap<0.5>>/65536",113529469,5.50782,5.50764,ns,,,,,,589824,18
"BM_EraseChurn<RobinHoodHashMap<0.5>>/256",266665651,2.71624,2.71615,ns,,,,,,2080,16.25
"BM_EraseChurn<RobinHoodHashMap<0.5>>/512",264043333,2.65,2.64993,ns,,,,,,4160,16.25
"BM_EraseChurn<RobinHoodHashMap<0.5>>/4096",259293832,2.69237,2.69231,ns,,,,,,33280,16.25
"BM_EraseChurn<RobinHoodHashMap<0.5>>/32768",258639482,2.71362,2.71356,ns,,,,,,266240,16.25
"BM_EraseChurn<RobinHoodHashMap<0.5>>/65536",257516729,2.7075,2.70746,ns,,,,,,532480,16.25
"BM_EraseChurn<StdUnorderedMapAdapter<0.5>>/256",29332763,23.6097,23.6093,ns,,,,,,7680,60
"BM_EraseChurn<StdUnorderedMapAdapter<0.5>>/512",29742051,23.8534,23.8528,ns,,,,,,15360,60
"BM_EraseChurn<StdUnorderedMapAdapter<0.5>>/4096",26955423,25.725,25.7245,ns,,,,,,131072,64
"BM_EraseChurn<StdUnorderedMapAdapter<0.5>>/32768",26825268,25.7486,25.7481,ns,,,,,,950272,58
"BM_EraseChurn<StdUnorderedMapAdapter<0.5>>/65536",27016075,25.8902,25.8896,ns,,,,,,1.88416e+06,57.5
"BM_EraseChurn<ChainingHashMap<0.75>>/256",36847148,19.1835,19.1833,ns,,,,,,8192,64
"BM_EraseChurn<ChainingHashMap<0.75>>/512",35696802,19.2374,19.237,ns,,,,,,16384,64
"BM_EraseChurn<ChainingHashMap<0.75>>/4096",32953117,21.3806,21.3802,ns,,,,,,131072,64
"BM_EraseChurn<ChainingHashMap<0.75>>/32768",33233001,21.3037,21.3031,ns,,,,,,1.04858e+06,64
"BM_EraseChurn<ChainingHashMap<0.75>>/65536",32912368,21.287,21.2865,ns,,,,,,2.09715e+06,64
"BM_EraseChurn<LinearProbingHashMap<0.75>>/256",129514506,5.4741,5.47397,ns,,,,,,2304,18
"BM_EraseChurn<LinearProbingHashMap<0.75>>/512",129320697,5.97604,5.97593,ns,,,,,,4608,18
"BM_EraseChurn<LinearProbingHashMap<0.75>>/4096",123400204,5.74986,5.74972,ns,,,,,,36864,18
"BM_EraseChurn<LinearProbingHashMap<0.75>>/32768",127090180,5.03242,5.03228,ns,,,,,,294912,18
"BM_EraseChurn<LinearProbingHashMap<0.75>>/65536",123287189,5.16894,5.1688,ns,,,,,,589824,18
"BM_EraseChurn<RobinHoodHashMap<0.75>>/256",264855559,2.6669,2.66686,ns,,,,,,2080,16.25
"BM_EraseChurn<RobinHoodHashMap<0.75>>/512",262782491,2.65506,2.65501,ns,,,,,,4160,16.25
"BM_EraseChurn<RobinHoodHashMap<0.75>>/4096",261348108,2.68125,2.6812,ns,,,,,,33280,16.25
"BM_EraseChurn<RobinHoodHashMap<0.75>>/32768",258400794,2.71895,2.7189,ns,,,,,,266240,16.25
"BM_EraseChurn<RobinHoodHashMap<0.75>>/65536",258027417,2.71154,2.71151,ns,,,,,,532480,16.25
"BM_EraseChurn<StdUnorderedMapAdapter<0.75>>/256",29503001,23.5622,23.5618,ns,,,,,,5888,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.75>>/512",29598434,23.792,23.7915,ns,,,,,,11776,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.75>>/4096",26850477,25.7922,25.7916,ns,,,,,,94208,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.75>>/32768",26523490,25.7406,25.74,ns,,,,,,737280,45
"BM_EraseChurn<StdUnorderedMapAdapter<0.75>>/65536",26758921,25.9471,25.9466,ns,,,,,,1.47456e+06,45
"BM_EraseChurn<ChainingHashMap<0.9>>/256",37168405,19.0935,19.0932,ns,,,,,,8192,64
"BM_EraseChurn<ChainingHashMap<0.9>>/512",35718659,19.2669,19.2665,ns,,,,,,16384,64
"BM_EraseChurn<ChainingHashMap<0.9>>/4096",32776599,21.2139,21.2134,ns,,,,,,131072,64
"BM_EraseChurn<ChainingHashMap<0.9>>/32768",32644686,21.279,21.2787,ns,,,,,,1.04858e+06,64
"BM_EraseChurn<ChainingHashMap<0.9>>/65536",32586786,21.3793,21.3788,ns,,,,,,2.09715e+06,64
"BM_EraseChurn<LinearProbingHashMap<0.9>>/256",129306364,6.12996,6.12983,ns,,,,,,2304,18
"BM_EraseChurn<LinearProbingHashMap<0.9>>/512",129783447,5.68209,5.68196,ns,,,,,,4608,18
"BM_EraseChurn<LinearProbingHashMap<0.9>>/4096",117500923,5.39883,5.39856,ns,,,,,,36864,18
"BM_EraseChurn<LinearProbingHashMap<0.9>>/32768",127639400,5.44449,5.44431,ns,,,,,,294912,18
"BM_EraseChurn<LinearProbingHashMap<0.9>>/65536",130548303,4.99469,4.99458,ns,,,,,,589824,18
"BM_EraseChurn<RobinHoodHashMap<0.9>>/256",256309798,2.66018,2.66013,ns,,,,,,2080,16.25
"BM_EraseChurn<RobinHoodHashMap<0.9>>/512",260866973,2.67679,2.67675,ns,,,,,,4160,16.25
"BM_EraseChurn<RobinHoodHashMap<0.9>>/4096",255647061,2.73286,2.73281,ns,,,,,,33280,16.25
"BM_EraseChurn<RobinHoodHashMap<0.9>>/32768",253787783,2.7625,2.76245,ns,,,,,,266240,16.25
"BM_EraseChurn<RobinHoodHashMap<0.9>>/65536",253073945,2.75904,2.75896,ns,,,,,,532480,16.25
"BM_EraseChurn<StdUnorderedMapAdapter<0.9>>/256",29604442,23.8323,23.8316,ns,,,,,,5888,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.9>>/512",29526895,23.6445,23.644,ns,,,,,,11776,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.9>>/4096",27078885,25.8755,25.875,ns,,,,,,94208,46
"BM_EraseChurn<StdUnorderedMapAdapter<0.9>>/32768",27360744,25.8114,25.811,ns,,,,,,737280,45
"BM_EraseChurn<StdUnorderedMapAdapter<0.9>>/65536",26560123,25.6701,25.6695,ns,,,,,,1.47456e+06,45
